Z,A,E,Yield,Error
-0.0375,-0.25,0.207142857,0,0
-0.0375,-0.233333333,0.207142857,0,0
-0.0375,-0.216666667,0.207142857,0,0
-0.0375,-0.2,0.207142857,0,0
-0.0375,-0.183333333,0.207142857,0,0
-0.0375,-0.166666667,0.207142857,0,0
-0.0375,-0.15,0.207142857,5.61E-11,2.39E-13
-0.0375,-0.133333333,0.207142857,6.44E-08,4.26E-10
-0.0375,-0.116666667,0.207142857,4.43E-06,1.15E-08
-0.0375,-0.1,0.207142857,5.07E-05,1.87E-07
-0.0375,-0.083333333,0.207142857,0.000155346,3.69E-07
-0.0375,-0.066666667,0.207142857,0.001342728,8.69E-06
-0.0375,-0.05,0.207142857,0.002735223,3.90E-06
-0.0375,-0.033333333,0.207142857,0.003536322,2.77E-06
-0.0375,-0.016666667,0.207142857,0.00348911,7.50E-06
-0.0375,-2.22E-16,0.207142857,0.002333032,7.21E-06
-0.0375,0.016666667,0.207142857,0.00034368,1.80E-06
-0.0375,0.033333333,0.207142857,8.87E-05,5.25E-07
-0.0375,0.05,0.207142857,1.51E-05,9.23E-08
-0.0375,0.066666667,0.207142857,2.58E-06,2.15E-08
-0.0375,0.083333333,0.207142857,1.22E-07,7.30E-10
-0.0375,0.1,0.207142857,1.46E-09,9.22E-12
-0.0375,0.116666667,0.207142857,0,0
-0.0375,0.133333333,0.207142857,0,0
-0.0375,0.15,0.207142857,0,0
-0.0375,0.166666667,0.207142857,0,0
-0.0375,0.183333333,0.207142857,0,0
-0.0375,0.2,0.207142857,8.49E-14,4.25E-16
-0.0375,0.216666667,0.207142857,0,0
-3.75E-10,-0.216666667,0.207142857,0,0
-3.75E-10,-0.2,0.207142857,0,0
-3.75E-10,-0.183333333,0.207142857,0,0
-3.75E-10,-0.166666667,0.207142857,0,0
-3.75E-10,-0.15,0.207142857,0,0
-3.75E-10,-0.133333333,0.207142857,1.01E-12,4.99E-15
-3.75E-10,-0.116666667,0.207142857,1.35E-09,4.08E-12
-3.75E-10,-0.1,0.207142857,3.60E-08,1.37E-10
-3.75E-10,-0.083333333,0.207142857,4.52E-07,1.41E-09
-3.75E-10,-0.066666667,0.207142857,1.51E-05,9.62E-08
-3.75E-10,-0.05,0.207142857,0.000246605,8.00E-07
-3.75E-10,-0.033333333,0.207142857,0.000683344,1.77E-06
-3.75E-10,-0.016666667,0.207142857,0.001589612,5.15E-06
-3.75E-10,-2.22E-16,0.207142857,0.002346655,7.28E-06
-3.75E-10,0.016666667,0.207142857,0.003054495,7.28E-06
-3.75E-10,0.033333333,0.207142857,0.001446078,5.43E-06
-3.75E-10,0.05,0.207142857,0.000989572,5.37E-06
-3.75E-10,0.066666667,0.207142857,0.000319814,1.90E-06
-3.75E-10,0.083333333,0.207142857,9.18E-05,5.41E-07
-3.75E-10,0.1,0.207142857,4.88E-06,3.07E-08
-3.75E-10,0.116666667,0.207142857,1.43E-10,5.36E-13
-3.75E-10,0.133333333,0.207142857,1.43E-11,5.77E-14
-3.75E-10,0.15,0.207142857,3.09E-12,1.14E-14
-3.75E-10,0.166666667,0.207142857,1.04E-13,4.28E-16
-3.75E-10,0.183333333,0.207142857,1.12E-14,4.40E-17
-3.75E-10,0.2,0.207142857,1.06E-08,5.30E-11
-3.75E-10,0.216666667,0.207142857,3.15E-10,1.57E-12
-3.75E-10,0.233333333,0.207142857,4.20E-13,2.10E-15
-3.75E-10,0.25,0.207142857,0,0
0.0375,-0.166666667,0.207142857,0,0
0.0375,-0.15,0.207142857,0,0
0.0375,-0.133333333,0.207142857,0,0
0.0375,-0.116666667,0.207142857,0,0
0.0375,-0.1,0.207142857,2.35E-12,1.17E-14
0.0375,-0.083333333,0.207142857,5.13E-11,1.53E-13
0.0375,-0.066666667,0.207142857,1.76E-08,1.44E-10
0.0375,-0.05,0.207142857,1.15E-06,3.71E-09
0.0375,-0.033333333,0.207142857,1.04E-05,4.09E-08
0.0375,-0.016666667,0.207142857,4.66E-05,1.99E-07
0.0375,-2.22E-16,0.207142857,0.000449761,2.19E-06
0.0375,0.016666667,0.207142857,0.001925322,6.69E-06
0.0375,0.033333333,0.207142857,0.00363222,6.74E-06
0.0375,0.05,0.207142857,0.003655399,9.73E-06
0.0375,0.066666667,0.207142857,0.004149941,1.23E-05
0.0375,0.083333333,0.207142857,0.002327791,9.03E-06
0.0375,0.1,0.207142857,0.001017213,5.78E-06
0.0375,0.116666667,0.207142857,3.64E-05,9.65E-08
0.0375,0.133333333,0.207142857,1.80E-05,6.23E-08
0.0375,0.15,0.207142857,9.24E-06,3.30E-08
0.0375,0.166666667,0.207142857,1.86E-06,7.63E-09
0.0375,0.183333333,0.207142857,4.20E-07,1.65E-09
0.0375,0.2,0.207142857,0.000115948,4.34E-07
0.0375,0.216666667,0.207142857,7.80E-06,2.75E-08
0.0375,0.233333333,0.207142857,9.39E-08,4.69E-10
0.0375,0.25,0.207142857,8.49E-12,4.25E-14
0.0375,0.266666667,0.207142857,9.50E-13,4.74E-15
0.0375,0.283333333,0.207142857,1.42E-15,7.10E-18
0.0375,0.3,0.207142857,0,0
0.075,-0.133333333,0.207142857,0,0
0.075,-0.116666667,0.207142857,0,0
0.075,-0.1,0.207142857,0,0
0.075,-0.083333333,0.207142857,0,0
0.075,-0.066666667,0.207142857,3.21E-13,1.61E-15
0.075,-0.05,0.207142857,2.27E-10,7.26E-13
0.075,-0.033333333,0.207142857,5.17E-09,1.74E-11
0.075,-0.016666667,0.207142857,6.42E-08,2.70E-10
0.075,-2.22E-16,0.207142857,2.11E-06,8.96E-09
0.075,0.016666667,0.207142857,8.20E-05,3.90E-07
0.075,0.033333333,0.207142857,0.000279618,1.20E-06
0.075,0.05,0.207142857,0.00100727,5.07E-06
0.075,0.066666667,0.207142857,0.001660426,1.07E-05
0.075,0.083333333,0.207142857,0.003895267,1.08E-05
0.075,0.1,0.207142857,0.004755646,1.76E-05
0.075,0.116666667,0.207142857,0.005688111,9.27E-06
0.075,0.133333333,0.207142857,0.004500922,9.20E-06
0.075,0.15,0.207142857,0.011277091,1.86E-05
0.075,0.166666667,0.207142857,0.006039143,1.51E-05
0.075,0.183333333,0.207142857,0.006674649,2.12E-05
0.075,0.2,0.207142857,0.01422496,3.63E-05
0.075,0.216666667,0.207142857,0.007786695,2.09E-05
0.075,0.233333333,0.207142857,0.000348296,1.22E-06
0.075,0.25,0.207142857,8.85E-07,3.21E-09
0.075,0.266666667,0.207142857,1.10E-07,4.28E-10
0.075,0.283333333,0.207142857,1.13E-09,5.65E-12
0.075,0.3,0.207142857,8.01E-12,4.00E-14
0.075,0.316666667,0.207142857,5.28E-16,2.64E-18
0.075,0.333333333,0.207142857,0,0
0.1125,-0.083333333,0.207142857,0,0
0.1125,-0.066666667,0.207142857,0,0
0.1125,-0.05,0.207142857,0,0
0.1125,-0.033333333,0.207142857,0,0
0.1125,-0.016666667,0.207142857,3.44E-12,1.41E-14
0.1125,-2.22E-16,0.207142857,1.06E-09,5.42E-12
0.1125,0.016666667,0.207142857,1.59E-07,5.65E-10
0.1125,0.033333333,0.207142857,2.68E-06,1.34E-08
0.1125,0.05,0.207142857,1.65E-05,8.43E-08
0.1125,0.066666667,0.207142857,0.000106594,9.02E-07
0.1125,0.083333333,0.207142857,0.00048673,2.37E-06
0.1125,0.1,0.207142857,0.003947896,1.64E-05
0.1125,0.116666667,0.207142857,0.004769398,9.67E-06
0.1125,0.133333333,0.207142857,0.010506541,1.39E-05
0.1125,0.15,0.207142857,0.035499078,3.14E-05
0.1125,0.166666667,0.207142857,0.070015528,8.17E-05
0.1125,0.183333333,0.207142857,0.112364615,0.000118212
0.1125,0.2,0.207142857,0.204092691,0.000197963
0.1125,0.216666667,0.207142857,0.221443574,0.000305198
0.1125,0.233333333,0.207142857,0.127748752,0.000325484
0.1125,0.25,0.207142857,0.003128272,1.12E-05
0.1125,0.266666667,0.207142857,0.001007648,3.90E-06
0.1125,0.283333333,0.207142857,2.95E-05,1.07E-07
0.1125,0.3,0.207142857,9.94E-07,3.60E-09
0.1125,0.316666667,0.207142857,7.04E-10,2.52E-12
0.1125,0.333333333,0.207142857,1.40E-10,7.01E-13
0.1125,0.35,0.207142857,5.30E-13,2.66E-15
0.1125,0.366666667,0.207142857,1.40E-15,7.01E-18
0.15,-0.033333333,0.207142857,0,0
0.15,-0.016666667,0.207142857,0,0
0.15,-2.22E-16,0.207142857,0,0
0.15,0.016666667,0.207142857,6.99E-12,3.49E-14
0.15,0.033333333,0.207142857,2.50E-10,9.13E-13
0.15,0.05,0.207142857,6.72E-09,3.35E-11
0.15,0.066666667,0.207142857,7.72E-08,2.75E-10
0.15,0.083333333,0.207142857,1.88E-06,9.40E-09
0.15,0.1,0.207142857,5.34E-05,2.48E-07
0.15,0.116666667,0.207142857,1.04E-05,3.90E-08
0.15,0.133333333,0.207142857,3.62E-05,1.03E-07
0.15,0.15,0.207142857,0.000506206,1.85E-06
0.15,0.166666667,0.207142857,0.001841839,5.36E-06
0.15,0.183333333,0.207142857,0.00991497,2.94E-05
0.15,0.2,0.207142857,0.056160976,0.000116174
0.15,0.216666667,0.207142857,0.247037933,0.000270013
0.15,0.233333333,0.207142857,0.386265433,0.000438198
0.15,0.25,0.207142857,0.25192959,0.000438321
0.15,0.266666667,0.207142857,0.0920494,0.000233538
0.15,0.283333333,0.207142857,0.01194708,4.26E-05
0.15,0.3,0.207142857,0.001325672,4.78E-06
0.15,0.316666667,0.207142857,1.69E-05,6.07E-08
0.15,0.333333333,0.207142857,3.26E-06,1.24E-08
0.15,0.35,0.207142857,7.87E-08,2.87E-10
0.15,0.366666667,0.207142857,5.87E-10,2.93E-12
0.15,0.383333333,0.207142857,6.86E-13,3.43E-15
0.15,0.4,0.207142857,5.37E-14,2.69E-16
0.15,0.416666667,0.207142857,0,0
0.1875,0.016666667,0.207142857,0,0
0.1875,0.033333333,0.207142857,0,0
0.1875,0.05,0.207142857,1.01E-13,4.12E-16
0.1875,0.066666667,0.207142857,5.02E-12,2.50E-14
0.1875,0.083333333,0.207142857,2.86E-10,1.16E-12
0.1875,0.1,0.207142857,7.54E-08,3.77E-10
0.1875,0.116666667,0.207142857,1.42E-11,5.87E-14
0.1875,0.133333333,0.207142857,2.15E-10,8.63E-13
0.1875,0.15,0.207142857,6.56E-09,1.96E-11
0.1875,0.166666667,0.207142857,1.41E-07,5.76E-10
0.1875,0.183333333,0.207142857,1.48E-06,4.42E-09
0.1875,0.2,0.207142857,0.002507098,9.17E-06
0.1875,0.216666667,0.207142857,0.020747904,4.87E-05
0.1875,0.233333333,0.207142857,0.203728705,0.000374089
0.1875,0.25,0.207142857,0.658566627,0.000516649
0.1875,0.266666667,0.207142857,0.915409182,0.000410236
0.1875,0.283333333,0.207142857,0.398291266,0.00057645
0.1875,0.3,0.207142857,0.167691801,0.00041892
0.1875,0.316666667,0.207142857,0.012667798,4.26E-05
0.1875,0.333333333,0.207142857,0.006067305,2.29E-05
0.1875,0.35,0.207142857,0.000399388,1.45E-06
0.1875,0.366666667,0.207142857,1.89E-05,6.70E-08
0.1875,0.383333333,0.207142857,1.18E-07,4.14E-10
0.1875,0.4,0.207142857,3.09E-08,1.11E-10
0.1875,0.416666667,0.207142857,1.16E-11,5.77E-14
0.1875,0.433333333,0.207142857,0,0
0.1875,0.45,0.207142857,1.71E-13,8.54E-16
0.225,0.066666667,0.207142857,0,0
0.225,0.083333333,0.207142857,0,0
0.225,0.1,0.207142857,0,0
0.225,0.116666667,0.207142857,0,0
0.225,0.133333333,0.207142857,0,0
0.225,0.15,0.207142857,0,0
0.225,0.166666667,0.207142857,0,0
0.225,0.183333333,0.207142857,0,0
0.225,0.2,0.207142857,2.42E-06,7.77E-09
0.225,0.216666667,0.207142857,9.74E-05,3.43E-07
0.225,0.233333333,0.207142857,0.003149571,7.93E-06
0.225,0.25,0.207142857,0.123298209,0.000333724
0.225,0.266666667,0.207142857,0.170940815,0.000404999
0.225,0.283333333,0.207142857,0.574478306,0.000582864
0.225,0.3,0.207142857,0.515709558,0.000608921
0.225,0.316666667,0.207142857,0.439221525,0.000627454
0.225,0.333333333,0.207142857,0.233625251,0.000523507
0.225,0.35,0.207142857,0.050221303,0.000163163
0.225,0.366666667,0.207142857,0.004869306,1.69E-05
0.225,0.383333333,0.207142857,0.000622592,2.17E-06
0.225,0.4,0.207142857,0.000147635,5.31E-07
0.225,0.416666667,0.207142857,1.03E-06,3.83E-09
0.225,0.433333333,0.207142857,1.76E-08,6.52E-11
0.225,0.45,0.207142857,3.17E-08,1.57E-10
0.225,0.466666667,0.207142857,1.18E-10,5.88E-13
0.225,0.483333333,0.207142857,4.22E-14,2.10E-16
0.225,0.5,0.207142857,0,0
0.2625,0.116666667,0.207142857,0,0
0.2625,0.133333333,0.207142857,0,0
0.2625,0.15,0.207142857,0,0
0.2625,0.166666667,0.207142857,0,0
0.2625,0.183333333,0.207142857,0,0
0.2625,0.2,0.207142857,2.19E-10,1.10E-12
0.2625,0.216666667,0.207142857,1.98E-08,5.45E-11
0.2625,0.233333333,0.207142857,5.46E-06,1.59E-08
0.2625,0.25,0.207142857,0.001314089,3.67E-06
0.2625,0.266666667,0.207142857,0.004390333,1.22E-05
0.2625,0.283333333,0.207142857,0.03445096,8.99E-05
0.2625,0.3,0.207142857,0.274319419,0.00057026
0.2625,0.316666667,0.207142857,0.466391219,0.000584302
0.2625,0.333333333,0.207142857,0.707043595,0.000495211
0.2625,0.35,0.207142857,0.5915937,0.00054825
0.2625,0.366666667,0.207142857,0.399543672,0.000480216
0.2625,0.383333333,0.207142857,0.092108307,0.000216148
0.2625,0.4,0.207142857,0.079807551,0.000255574
0.2625,0.416666667,0.207142857,0.002780567,1.02E-05
0.2625,0.433333333,0.207142857,0.000165678,6.14E-07
0.2625,0.45,0.207142857,0.000196521,6.84E-07
0.2625,0.466666667,0.207142857,5.30E-06,1.80E-08
0.2625,0.483333333,0.207142857,1.04E-08,3.64E-11
0.2625,0.5,0.207142857,2.08E-10,1.04E-12
0.2625,0.516666667,0.207142857,1.03E-12,5.17E-15
0.2625,0.533333333,0.207142857,0,0
0.3,0.166666667,0.207142857,0,0
0.3,0.183333333,0.207142857,0,0
0.3,0.2,0.207142857,0,0
0.3,0.216666667,0.207142857,1.53E-13,7.67E-16
0.3,0.233333333,0.207142857,1.65E-10,8.29E-13
0.3,0.25,0.207142857,5.62E-07,2.81E-09
0.3,0.266666667,0.207142857,2.09E-06,5.79E-09
0.3,0.283333333,0.207142857,9.97E-05,2.94E-07
0.3,0.3,0.207142857,0.002462776,6.83E-06
0.3,0.316666667,0.207142857,0.042256797,0.000148589
0.3,0.333333333,0.207142857,0.083624433,0.000218111
0.3,0.35,0.207142857,0.326276134,0.000555184
0.3,0.366666667,0.207142857,0.442809203,0.000523722
0.3,0.383333333,0.207142857,0.583630089,0.000584592
0.3,0.4,0.207142857,0.357046786,0.000543518
0.3,0.416666667,0.207142857,0.182656905,0.00044481
0.3,0.433333333,0.207142857,0.041387709,0.000144076
0.3,0.45,0.207142857,0.042098713,0.000141967
0.3,0.466666667,0.207142857,0.003689535,1.25E-05
0.3,0.483333333,0.207142857,7.84E-05,2.75E-07
0.3,0.5,0.207142857,3.02E-06,1.13E-08
0.3,0.516666667,0.207142857,9.56E-08,3.55E-10
0.3,0.533333333,0.207142857,6.64E-10,3.32E-12
0.3,0.55,0.207142857,1.57E-11,7.86E-14
0.3,0.566666667,0.207142857,1.42E-14,7.12E-17
0.3375,0.216666667,0.207142857,0,0
0.3375,0.233333333,0.207142857,0,0
0.3375,0.25,0.207142857,0,0
0.3375,0.266666667,0.207142857,8.00E-11,4.00E-13
0.3375,0.283333333,0.207142857,1.08E-08,4.09E-11
0.3375,0.3,0.207142857,2.32E-06,5.94E-09
0.3375,0.316666667,0.207142857,9.87E-05,2.57E-07
0.3375,0.333333333,0.207142857,0.001156309,4.40E-06
0.3375,0.35,0.207142857,0.010945329,3.92E-05
0.3375,0.366666667,0.207142857,0.075523784,0.00023712
0.3375,0.383333333,0.207142857,0.237120747,0.000558733
0.3375,0.4,0.207142857,0.411706418,0.000534073
0.3375,0.416666667,0.207142857,0.572817026,0.000488535
0.3375,0.433333333,0.207142857,0.473922333,0.000369259
0.3375,0.45,0.207142857,0.343096145,0.000328696
0.3375,0.466666667,0.207142857,0.17847321,0.00026499
0.3375,0.483333333,0.207142857,0.019336096,6.23E-05
0.3375,0.5,0.207142857,0.005033175,1.86E-05
0.3375,0.516666667,0.207142857,0.000302747,1.12E-06
0.3375,0.533333333,0.207142857,1.49E-05,5.40E-08
0.3375,0.55,0.207142857,5.44E-07,1.91E-09
0.3375,0.566666667,0.207142857,4.91E-09,1.74E-11
0.3375,0.583333333,0.207142857,7.33E-12,3.66E-14
0.3375,0.6,0.207142857,1.40E-13,7.01E-16
0.375,0.25,0.207142857,0,0
0.375,0.266666667,0.207142857,0,0
0.375,0.283333333,0.207142857,0,0
0.375,0.3,0.207142857,0,0
0.375,0.316666667,0.207142857,7.50E-09,3.75E-11
0.375,0.333333333,0.207142857,1.64E-07,8.20E-10
0.375,0.35,0.207142857,1.55E-05,5.65E-08
0.375,0.366666667,0.207142857,0.000277162,9.84E-07
0.375,0.383333333,0.207142857,0.005102276,1.78E-05
0.375,0.4,0.207142857,0.007026884,2.51E-05
0.375,0.416666667,0.207142857,0.125350389,0.000387134
0.375,0.433333333,0.207142857,0.287142725,0.00038979
0.375,0.45,0.207142857,0.191082814,0.000325524
0.375,0.466666667,0.207142857,0.225769247,0.0002907
0.375,0.483333333,0.207142857,0.184590406,0.000205155
0.375,0.5,0.207142857,0.065375542,0.000150595
0.375,0.516666667,0.207142857,0.025998507,7.57E-05
0.375,0.533333333,0.207142857,0.003007912,1.05E-05
0.375,0.55,0.207142857,0.000626664,2.19E-06
0.375,0.566666667,0.207142857,1.48E-05,5.27E-08
0.375,0.583333333,0.207142857,2.47E-07,9.25E-10
0.375,0.6,0.207142857,5.82E-09,2.41E-11
0.375,0.616666667,0.207142857,4.35E-10,2.18E-12
0.375,0.633333333,0.207142857,6.42E-13,3.21E-15
0.375,0.65,0.207142857,6.64E-16,3.32E-18
0.4125,0.283333333,0.207142857,0,0
0.4125,0.3,0.207142857,0,0
0.4125,0.316666667,0.207142857,0,0
0.4125,0.333333333,0.207142857,1.81E-12,9.05E-15
0.4125,0.35,0.207142857,4.65E-10,1.82E-12
0.4125,0.366666667,0.207142857,8.45E-08,4.23E-10
0.4125,0.383333333,0.207142857,3.93E-06,1.37E-08
0.4125,0.4,0.207142857,1.79E-05,6.43E-08
0.4125,0.416666667,0.207142857,0.001332695,4.95E-06
0.4125,0.433333333,0.207142857,0.01089174,3.95E-05
0.4125,0.45,0.207142857,0.00651565,2.09E-05
0.4125,0.466666667,0.207142857,0.042957718,0.000102162
0.4125,0.483333333,0.207142857,0.121337485,0.000200807
0.4125,0.5,0.207142857,0.179560708,0.000151612
0.4125,0.516666667,0.207142857,0.104837887,8.35E-05
0.4125,0.533333333,0.207142857,0.070589433,5.62E-05
0.4125,0.55,0.207142857,0.020505745,6.11E-05
0.4125,0.566666667,0.207142857,0.005202001,1.51E-05
0.4125,0.583333333,0.207142857,0.000266007,9.52E-07
0.4125,0.6,0.207142857,3.03E-05,1.24E-07
0.4125,0.616666667,0.207142857,2.57E-06,2.68E-08
0.4125,0.633333333,0.207142857,4.08E-08,1.46E-10
0.4125,0.65,0.207142857,1.21E-10,6.02E-13
0.4125,0.666666667,0.207142857,4.32E-12,2.16E-14
0.4125,0.683333333,0.207142857,1.04E-14,5.19E-17
0.4125,0.7,0.207142857,0,0
0.45,0.333333333,0.207142857,0,0
0.45,0.35,0.207142857,0,0
0.45,0.366666667,0.207142857,0,0
0.45,0.383333333,0.207142857,9.08E-11,4.54E-13
0.45,0.4,0.207142857,3.66E-10,1.43E-12
0.45,0.416666667,0.207142857,4.94E-07,2.47E-09
0.45,0.433333333,0.207142857,1.33E-05,3.95E-08
0.45,0.45,0.207142857,9.49E-06,3.30E-08
0.45,0.466666667,0.207142857,0.000185347,6.30E-07
0.45,0.483333333,0.207142857,0.004908134,1.70E-05
0.45,0.5,0.207142857,0.009864258,3.16E-05
0.45,0.516666667,0.207142857,0.028511426,7.70E-05
0.45,0.533333333,0.207142857,0.029426234,5.64E-05
0.45,0.55,0.207142857,0.037785655,6.07E-05
0.45,0.566666667,0.207142857,0.01885377,2.70E-05
0.45,0.583333333,0.207142857,0.008468458,1.70E-05
0.45,0.6,0.207142857,0.001220768,3.89E-06
0.45,0.616666667,0.207142857,0.000510137,4.88E-06
0.45,0.633333333,0.207142857,2.28E-05,7.68E-08
0.45,0.65,0.207142857,7.21E-07,2.09E-08
0.45,0.666666667,0.207142857,3.57E-08,6.56E-10
0.45,0.683333333,0.207142857,6.78E-10,2.87E-12
0.45,0.7,0.207142857,7.64E-12,3.83E-14
0.45,0.716666667,0.207142857,2.02E-13,1.01E-15
0.45,0.733333333,0.207142857,5.16E-17,2.58E-19
0.4875,0.383333333,0.207142857,0,0
0.4875,0.4,0.207142857,0,0
0.4875,0.416666667,0.207142857,5.48E-12,2.75E-14
0.4875,0.433333333,0.207142857,5.45E-10,2.73E-12
0.4875,0.45,0.207142857,4.86E-10,2.42E-12
0.4875,0.466666667,0.207142857,6.64E-08,2.25E-10
0.4875,0.483333333,0.207142857,8.69E-06,3.05E-08
0.4875,0.5,0.207142857,9.86E-05,3.68E-07
0.4875,0.516666667,0.207142857,0.00046494,1.72E-06
0.4875,0.533333333,0.207142857,0.002855691,9.90E-06
0.4875,0.55,0.207142857,0.00466558,1.44E-05
0.4875,0.566666667,0.207142857,0.017493541,2.79E-05
0.4875,0.583333333,0.207142857,0.015118667,1.76E-05
0.4875,0.6,0.207142857,0.008753753,5.11E-06
0.4875,0.616666667,0.207142857,0.003669402,1.67E-05
0.4875,0.633333333,0.207142857,0.001403444,2.15E-06
0.4875,0.65,0.207142857,0.000131631,3.17E-06
0.4875,0.666666667,0.207142857,3.47E-05,6.18E-07
0.4875,0.683333333,0.207142857,1.44E-06,6.11E-09
0.4875,0.7,0.207142857,8.48E-08,1.18E-09
0.4875,0.716666667,0.207142857,2.90E-09,1.09E-11
0.4875,0.733333333,0.207142857,8.03E-12,4.01E-14
0.4875,0.75,0.207142857,4.96E-15,2.49E-17
0.4875,0.766666667,0.207142857,0,0
0.525,0.433333333,0.207142857,0,0
0.525,0.45,0.207142857,0,0
0.525,0.466666667,0.207142857,3.60E-13,1.79E-15
0.525,0.483333333,0.207142857,5.44E-10,2.72E-12
0.525,0.5,0.207142857,1.02E-08,3.97E-11
0.525,0.516666667,0.207142857,3.04E-07,1.13E-09
0.525,0.533333333,0.207142857,3.69E-06,1.34E-08
0.525,0.55,0.207142857,3.01E-05,1.07E-07
0.525,0.566666667,0.207142857,0.000257378,6.76E-07
0.525,0.583333333,0.207142857,0.001929223,7.42E-06
0.525,0.6,0.207142857,0.001131079,3.92E-06
0.525,0.616666667,0.207142857,0.001859549,1.75E-05
0.525,0.633333333,0.207142857,0.00138044,2.27E-06
0.525,0.65,0.207142857,0.000989432,1.35E-05
0.525,0.666666667,0.207142857,0.000315208,4.82E-06
0.525,0.683333333,0.207142857,9.31E-05,3.39E-07
0.525,0.7,0.207142857,8.96E-06,1.24E-07
0.525,0.716666667,0.207142857,1.42E-06,5.30E-09
0.525,0.733333333,0.207142857,1.22E-08,1.37E-10
0.525,0.75,0.207142857,7.54E-11,8.26E-13
0.525,0.766666667,0.207142857,3.67E-12,1.84E-14
0.525,0.783333333,0.207142857,2.16E-13,1.08E-15
0.525,0.8,0.207142857,8.59E-16,4.29E-18
0.5625,0.466666667,0.207142857,0,0
0.5625,0.483333333,0.207142857,0,0
0.5625,0.5,0.207142857,0,0
0.5625,0.516666667,0.207142857,7.03E-12,3.51E-14
0.5625,0.533333333,0.207142857,6.21E-10,3.10E-12
0.5625,0.55,0.207142857,7.12E-09,2.52E-11
0.5625,0.566666667,0.207142857,6.10E-07,2.18E-09
0.5625,0.583333333,0.207142857,1.20E-05,3.22E-08
0.5625,0.6,0.207142857,3.06E-05,1.28E-07
0.5625,0.616666667,0.207142857,5.30E-05,5.73E-07
0.5625,0.633333333,0.207142857,0.000320346,1.05E-06
0.5625,0.65,0.207142857,0.00049798,1.30E-05
0.5625,0.666666667,0.207142857,0.000630057,5.01E-06
0.5625,0.683333333,0.207142857,0.000303169,4.45E-07
0.5625,0.7,0.207142857,0.000128521,5.42E-07
0.5625,0.716666667,0.207142857,2.39E-05,3.96E-08
0.5625,0.733333333,0.207142857,1.99E-06,2.07E-08
0.5625,0.75,0.207142857,3.80E-08,4.15E-10
0.5625,0.766666667,0.207142857,7.84E-09,8.55E-11
0.5625,0.783333333,0.207142857,5.14E-10,5.53E-12
0.5625,0.8,0.207142857,1.54E-11,7.74E-14
0.5625,0.816666667,0.207142857,4.77E-13,2.38E-15
0.5625,0.833333333,0.207142857,7.01E-16,3.51E-18
0.6,0.516666667,0.207142857,0,0
0.6,0.533333333,0.207142857,0,0
0.6,0.55,0.207142857,5.74E-14,2.87E-16
0.6,0.566666667,0.207142857,1.34E-11,4.54E-14
0.6,0.583333333,0.207142857,2.89E-09,1.44E-11
0.6,0.6,0.207142857,9.06E-09,2.66E-11
0.6,0.616666667,0.207142857,6.64E-08,6.92E-10
0.6,0.633333333,0.207142857,1.03E-06,3.71E-09
0.6,0.65,0.207142857,1.43E-05,4.15E-07
0.6,0.666666667,0.207142857,2.25E-05,4.14E-07
0.6,0.683333333,0.207142857,6.59E-05,2.47E-07
0.6,0.7,0.207142857,3.53E-05,4.65E-07
0.6,0.716666667,0.207142857,2.45E-05,4.08E-08
0.6,0.733333333,0.207142857,4.55E-06,3.08E-08
0.6,0.75,0.207142857,6.67E-07,5.40E-09
0.6,0.766666667,0.207142857,1.65E-07,1.73E-09
0.6,0.783333333,0.207142857,4.89E-08,5.13E-10
0.6,0.8,0.207142857,3.01E-09,3.21E-11
0.6,0.816666667,0.207142857,4.23E-10,4.56E-12
0.6,0.833333333,0.207142857,2.75E-12,1.38E-14
0.6,0.85,0.207142857,8.89E-14,4.45E-16
0.6,0.866666667,0.207142857,3.03E-15,1.51E-17
0.6375,0.55,0.207142857,0,0
0.6375,0.566666667,0.207142857,0,0
0.6375,0.583333333,0.207142857,0,0
0.6375,0.6,0.207142857,3.21E-13,1.61E-15
0.6375,0.616666667,0.207142857,2.89E-12,1.44E-14
0.6375,0.633333333,0.207142857,4.35E-10,2.18E-12
0.6375,0.65,0.207142857,1.78E-08,5.13E-10
0.6375,0.666666667,0.207142857,1.30E-07,2.39E-09
0.6375,0.683333333,0.207142857,7.58E-07,3.21E-09
0.6375,0.7,0.207142857,1.92E-06,2.67E-08
0.6375,0.716666667,0.207142857,1.56E-06,5.74E-09
0.6375,0.733333333,0.207142857,2.34E-06,2.34E-08
0.6375,0.75,0.207142857,7.32E-07,5.51E-09
0.6375,0.766666667,0.207142857,6.70E-07,2.56E-09
0.6375,0.783333333,0.207142857,2.29E-07,1.11E-09
0.6375,0.8,0.207142857,8.94E-08,5.17E-10
0.6375,0.816666667,0.207142857,1.59E-08,1.57E-10
0.6375,0.833333333,0.207142857,8.80E-10,9.40E-12
0.6375,0.85,0.207142857,7.24E-11,7.75E-13
0.6375,0.866666667,0.207142857,7.58E-12,3.78E-14
0.6375,0.883333333,0.207142857,4.29E-13,2.15E-15
0.6375,0.9,0.207142857,6.84E-15,3.43E-17
0.675,0.6,0.207142857,0,0
0.675,0.616666667,0.207142857,0,0
0.675,0.633333333,0.207142857,0,0
0.675,0.65,0.207142857,7.37E-13,3.67E-15
0.675,0.666666667,0.207142857,7.58E-12,3.46E-14
0.675,0.683333333,0.207142857,3.27E-10,1.39E-12
