Z_physical,A_physical,E_physical,E_norm,Yield_pred
25.0,67.0,5.0,0.2714285711962245,2.8567776e-08
25.0,67.0,6.0,0.28571428550775513,5.5888886e-08
25.0,67.0,7.0,0.2999999998192857,1.3352422e-07
25.0,67.0,8.0,0.31428571413081635,3.303641e-07
25.0,67.0,9.0,0.328571428442347,6.9169914e-07
25.0,67.0,10.0,0.3428571427538776,1.2082493e-06
25.0,67.0,11.0,0.35714285706540816,1.9361285e-06
25.0,67.0,12.0,0.3714285713769388,3.0794442e-06
25.0,67.0,13.0,0.38571428568846944,4.7417775e-06
25.0,67.0,14.0,0.4,6.391438e-06
25.0,68.00000002,0.0,0.19999999963857143,1.3101492e-09
25.0,68.00000002,1.0,0.21428571395010204,2.5282438e-09
25.0,68.00000002,2.0,0.22857142826163265,5.602216e-09
25.0,68.00000002,3.0,0.24285714257316326,1.2667842e-08
25.0,68.00000002,4.0,0.2571428568846939,2.329755e-08
25.0,68.00000002,5.0,0.2714285711962245,3.6352933e-08
25.0,68.00000002,6.0,0.28571428550775513,5.3404662e-08
25.0,68.00000002,7.0,0.2999999998192857,7.9754145e-08
25.0,68.00000002,8.0,0.31428571413081635,1.2086859e-07
25.0,68.00000002,9.0,0.328571428442347,1.8101152e-07
25.0,68.00000002,10.0,0.3428571427538776,2.647108e-07
25.0,68.00000002,11.0,0.35714285706540816,3.77105e-07
25.0,68.00000002,12.0,0.3714285713769388,5.2482187e-07
25.0,68.00000002,13.0,0.38571428568846944,7.242147e-07
25.0,68.00000002,14.0,0.4,1.0076233e-06
25.0,69.00000004,0.0,0.19999999963857143,8.983897e-12
25.0,69.00000004,1.0,0.21428571395010204,2.8851265e-11
25.0,69.00000004,2.0,0.22857142826163265,1.2260601e-10
25.0,69.00000004,3.0,0.24285714257316326,6.3538763e-10
25.0,69.00000004,4.0,0.2571428568846939,2.3046476e-09
25.0,69.00000004,5.0,0.2714285711962245,4.237115e-09
25.0,69.00000004,6.0,0.28571428550775513,6.377822e-09
25.0,69.00000004,7.0,0.2999999998192857,1.0577758e-08
25.0,69.00000004,8.0,0.31428571413081635,2.0430404e-08
25.0,69.00000004,9.0,0.328571428442347,4.0810434e-08
25.0,69.00000004,10.0,0.3428571427538776,7.2573336e-08
25.0,69.00000004,11.0,0.35714285706540816,1.099958e-07
25.0,69.00000004,12.0,0.3714285713769388,1.4990766e-07
25.0,69.00000004,13.0,0.38571428568846944,2.0441061e-07
25.0,69.00000004,14.0,0.4,2.8898108e-07
