A_physical,E_physical,Yield_pred
107.99999998000001,7.0,0.8738802
107.99999998000001,8.0,1.0773883
107.99999998000001,9.0,1.2587008
107.99999998000001,10.0,1.3731531
107.99999998000001,11.0,1.4153856
107.99999998000001,12.0,1.3797165
107.99999998000001,13.0,1.2765373
107.99999998000001,14.0,1.1335851
109.00000000000001,0.0,0.037156243
109.00000000000001,1.0,0.054592423
109.00000000000001,2.0,0.08163697
109.00000000000001,3.0,0.117095485
109.00000000000001,4.0,0.16043107
109.00000000000001,5.0,0.22770478
109.00000000000001,6.0,0.32537377
109.00000000000001,7.0,0.45403573
109.00000000000001,8.0,0.5847871
109.00000000000001,9.0,0.71458787
109.00000000000001,10.0,0.84133416
109.00000000000001,11.0,0.9410185
109.00000000000001,12.0,0.9949608
109.00000000000001,13.0,1.0074703
109.00000000000001,14.0,0.99713355
110.00000002000002,0.0,0.019304316
110.00000002000002,1.0,0.029048014
110.00000002000002,2.0,0.043228712
110.00000002000002,3.0,0.06722128
110.00000002000002,4.0,0.1044835
110.00000002000002,5.0,0.14901812
110.00000002000002,6.0,0.20371784
110.00000002000002,7.0,0.28043988
110.00000002000002,8.0,0.39598754
110.00000002000002,9.0,0.54222244
110.00000002000002,10.0,0.7009051
110.00000002000002,11.0,0.8436573
110.00000002000002,12.0,0.96248764
110.00000002000002,13.0,1.0444319
110.00000002000002,14.0,1.0708652
110.99999998,0.0,0.02254001
110.99999998,1.0,0.0327743
110.99999998,2.0,0.04849837
110.99999998,3.0,0.073896535
110.99999998,4.0,0.11701594
110.99999998,5.0,0.17448635
110.99999998,6.0,0.24311294
110.99999998,7.0,0.33808628
110.99999998,8.0,0.4665585
110.99999998,9.0,0.6040557
110.99999998,10.0,0.7180488
110.99999998,11.0,0.84063965
110.99999998,12.0,0.9883922
110.99999998,13.0,1.1176434
110.99999998,14.0,1.1788192
112.0,0.0,0.019470267
112.0,1.0,0.02779129
112.0,2.0,0.04172127
112.0,3.0,0.065759115
112.0,4.0,0.104760475
112.0,5.0,0.15906383
112.0,6.0,0.2295942
112.0,7.0,0.32415313
112.0,8.0,0.45057842
112.0,9.0,0.58337575
