Z_physical,A_physical,E_physical,E_norm,Yield_pred
26.0,74.99999998,13.0,0.38571428568846944,1.3392357e-10
26.0,74.99999998,14.0,0.4,2.1547342e-10
26.0,76.00000000000001,0.0,0.19999999963857143,-1.6817681e-12
26.0,76.00000000000001,1.0,0.21428571395010204,7.011881e-13
26.0,76.00000000000001,2.0,0.22857142826163265,3.5912941e-12
26.0,76.00000000000001,3.0,0.24285714257316326,6.6208896e-12
26.0,76.00000000000001,4.0,0.2571428568846939,9.317987e-12
26.0,76.00000000000001,5.0,0.2714285711962245,1.1360678e-11
26.0,76.00000000000001,6.0,0.28571428550775513,1.268767e-11
26.0,76.00000000000001,7.0,0.2999999998192857,1.3445973e-11
26.0,76.00000000000001,8.0,0.31428571413081635,1.3790322e-11
26.0,76.00000000000001,9.0,0.328571428442347,1.3771372e-11
26.0,76.00000000000001,10.0,0.3428571427538776,1.3448597e-11
26.0,76.00000000000001,11.0,0.35714285706540816,1.2977091e-11
26.0,76.00000000000001,12.0,0.3714285713769388,1.2466052e-11
26.0,76.00000000000001,13.0,0.38571428568846944,1.20811364e-11
26.0,76.00000000000001,14.0,0.4,1.2330603e-11
27.0,65.99999998,0.0,0.19999999963857143,1.2566157e-07
27.0,65.99999998,1.0,0.21428571395010204,1.369568e-07
27.0,65.99999998,2.0,0.22857142826163265,1.4544915e-07
27.0,65.99999998,3.0,0.24285714257316326,1.8682924e-07
27.0,65.99999998,4.0,0.2571428568846939,3.2007026e-07
27.0,65.99999998,5.0,0.2714285711962245,7.1840793e-07
27.0,65.99999998,6.0,0.28571428550775513,1.4169392e-06
27.0,65.99999998,7.0,0.2999999998192857,3.9790175e-06
27.0,65.99999998,8.0,0.31428571413081635,8.603208e-06
27.0,65.99999998,9.0,0.328571428442347,1.7626957e-05
27.0,65.99999998,10.0,0.3428571427538776,3.3691507e-05
27.0,65.99999998,11.0,0.35714285706540816,6.0624923e-05
27.0,65.99999998,12.0,0.3714285713769388,0.00010054371
27.0,65.99999998,13.0,0.38571428568846944,0.00015712368
27.0,65.99999998,14.0,0.4,0.00023710473
27.0,67.0,0.0,0.19999999963857143,9.765166e-07
27.0,67.0,1.0,0.21428571395010204,8.9041924e-07
27.0,67.0,2.0,0.22857142826163265,7.9791334e-07
27.0,67.0,3.0,0.24285714257316326,7.7116437e-07
27.0,67.0,4.0,0.2571428568846939,8.614767e-07
27.0,67.0,5.0,0.2714285711962245,1.1599202e-06
27.0,67.0,6.0,0.28571428550775513,1.9246388e-06
27.0,67.0,7.0,0.2999999998192857,3.6700903e-06
27.0,67.0,8.0,0.31428571413081635,6.5538175e-06
27.0,67.0,9.0,0.328571428442347,1.597128e-05
27.0,67.0,10.0,0.3428571427538776,3.603613e-05
27.0,67.0,11.0,0.35714285706540816,7.6330034e-05
27.0,67.0,12.0,0.3714285713769388,0.00015128338
27.0,67.0,13.0,0.38571428568846944,0.00027836565
27.0,67.0,14.0,0.4,0.0004480982
27.0,68.00000002,0.0,0.19999999963857143,8.912927e-07
27.0,68.00000002,1.0,0.21428571395010204,1.0349362e-06
27.0,68.00000002,2.0,0.22857142826163265,1.3186446e-06
27.0,68.00000002,3.0,0.24285714257316326,1.8163792e-06
27.0,68.00000002,4.0,0.2571428568846939,2.6405912e-06
27.0,68.00000002,5.0,0.2714285711962245,3.9302918e-06
27.0,68.00000002,6.0,0.28571428550775513,5.875911e-06
27.0,68.00000002,7.0,0.2999999998192857,8.503053e-06
27.0,68.00000002,8.0,0.31428571413081635,1.1778819e-05
27.0,68.00000002,9.0,0.328571428442347,1.7907629e-05
27.0,68.00000002,10.0,0.3428571427538776,3.187664e-05
27.0,68.00000002,11.0,0.35714285706540816,5.0681392e-05
27.0,68.00000002,12.0,0.3714285713769388,6.7442255e-05
27.0,68.00000002,13.0,0.38571428568846944,8.474195e-05
27.0,68.00000002,14.0,0.4,0.00010518916
27.0,69.00000004,0.0,0.19999999963857143,4.2193577e-07
27.0,69.00000004,1.0,0.21428571395010204,3.2556085e-07
27.0,69.00000004,2.0,0.22857142826163265,2.5789203e-07
27.0,69.00000004,3.0,0.24285714257316326,2.2055373e-07
